####### ELECTION INFO ########
Election Name,State
Sample Prez Primary,MI

####### CONTESTS ########
Contest Name,Targeted?,Number of Winners,Votes Allowed,Total Ballots Cast,Tabulated Votes
POTUS (DEM),Targeted,1,1,2271110,Bennet: 1532; Biden: 838564; Bloomberg: 73175; Booker: 871; Buttigieg: 22374; Castro: 315; Delaney: 466; Gabbard: 9461; Klobuchar: 10969; Sanders: 576916; Sestak: 785; Steyer: 1732; Uncommitted: 19040; Warren: 26051; Williamson: 728; Yang: 2381
POTUS (Rep),Opportunistic,1,1,2271110,Sanford: 4258; Trump: 640522; Uncommitted: 28485; Walsh: 4067; Weld: 6099

####### AUDIT SETTINGS ########
Audit Name,Risk Limit,Random Seed,Online Data Entry?
ThursdayTest,10%,12345123451234512345,Yes

####### AUDIT BOARDS ########
Jurisdiction Name,Audit Board Name,Member 1 Name,Member 1 Affiliation,Member 2 Name,Member 2 Affiliation
Kalamazoo County,Audit Board #1,Snoopy Dog,Independent,Charlie Brown,
Keweenaw County,Audit Board #1,Mickey Mouse,Democrat,Minney Mouse,Republican

####### ROUNDS ########
Round Number,Contest Name,Targeted?,Sample Size,Risk Limit Met?,P-Value,Start Time,End Time,Audited Votes
1,POTUS (DEM),Targeted,663,No,,2020-05-14T22:25:10.487166,,Bennet: 0; Biden: 0; Bloomberg: 0; Booker: 0; Buttigieg: 0; Castro: 0; Delaney: 0; Gabbard: 0; Klobuchar: 0; Sanders: 0; Sestak: 0; Steyer: 0; Uncommitted: 0; Warren: 0; Williamson: 0; Yang: 0
1,POTUS (Rep),Opportunistic,663,No,,2020-05-14T22:25:10.487166,,Sanford: 0; Trump: 0; Uncommitted: 0; Walsh: 0; Weld: 0

####### SAMPLED BALLOTS ########
Jurisdiction Name,Batch Name,Ballot Position,Ticket Numbers,Audited?,Audit Result: POTUS (DEM),Audit Result: POTUS (Rep)
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 52",47,Round 1: 0.010699944,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 53",25,Round 1: 0.008080058,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 54",19,Round 1: 0.000032066,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 54",31,Round 1: 0.012045010,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 54",47,Round 1: 0.003737445,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 80",20,Round 1: 0.011460831,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 83",42,Round 1: 0.001713890,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 85",39,Round 1: 0.006188149,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 85",49,Round 1: 0.005596829,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 87",34,Round 1: 0.005800157,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precinct 32 Batch 12",5,Round 1: 0.005757401,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precinct 32 Batch 14",19,Round 1: 0.005433214,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precinct 33 Batch 160",5,Round 1: 0.009533353,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precinct 33 Batch 162",49,Round 1: 0.002654369,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precinct 35 Batch 32",37,Round 1: 0.011126694,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precinct 39 Batch 2",8,Round 1: 0.003776576,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precinct 39 Batch 2",24,Round 1: 0.006596180,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precinct 41 Batch 39",7,Round 1: 0.001041958,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precinct 41 Batch 40",11,Round 1: 0.007508282,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precinct 41 Batch 40",13,Round 1: 0.009052812,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precinct 42 Batch 119",0,Round 1: 0.003068493,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precinct 43 Batch 3",41,Round 1: 0.004008150,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precinct 43 Batch 4",14,Round 1: 0.005869206,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 74",46,Round 1: 0.000221776,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 75",25,Round 1: 0.008080277,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 76",6,Round 1: 0.004286232,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 76",14,Round 1: 0.003659390,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precincts 38 & 40 Batch 21",13,Round 1: 0.008277644,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 4, Precincts 38 & 40 Batch 22",40,Round 1: 0.000717529,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 1",22,Round 1: 0.007860224,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 1",40,Round 1: 0.005614111,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 1",99,Round 1: 0.007490094,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 2",67,Round 1: 0.003388685,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 2",91,Round 1: 0.005920205,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 3",9,Round 1: 0.002402494,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 3",36,Round 1: 0.005419658,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 3",136,Round 1: 0.011527001,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 4",11,Round 1: 0.006011069,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 4",61,Round 1: 0.007004078,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 4",152,Round 1: 0.002410561,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 4",174,Round 1: 0.004906468,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 4",194,Round 1: 0.011858031,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 5 & 45",25,Round 1: 0.003641174,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 5 & 45",32,Round 1: 0.006979546,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 5 & 45",177,Round 1: 0.000818890,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 5 & 45",193,Round 1: 0.002056330,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 5 & 45",212,Round 1: 0.005834866,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 5 & 45",316,Round 1: 0.005435851,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 5 & 45",373,Round 1: 0.004705510,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 6 & 7",59,Round 1: 0.003904047,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 6 & 7",168,Round 1: 0.004256551,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 6 & 7",205,Round 1: 0.007670373,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 1, Precinct 8",5,Round 1: 0.000720946,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 2, Precinct 12",24,Round 1: 0.006240156,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 2, Precinct 12",51,Round 1: 0.008194766,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 2, Precinct 14 & 18",50,Round 1: 0.005346513,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 2, Precinct 14 & 18",70,Round 1: 0.007022858,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 2, Precinct 15",29,Round 1: 0.003916463,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 2, Precinct 15",79,Round 1: 0.002143768,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 2, Precinct 16",17,Round 1: 0.000979213,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 2, Precinct 17",4,Round 1: 0.003117269,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 2, Precinct 17",6,Round 1: 0.006410679,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 2, Precinct 19 & 20",66,Round 1: 0.009176806,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 2, Precinct 21",8,Round 1: 0.002512363,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 2, Precinct 21",18,Round 1: 0.000609726,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 2, Precinct 21",52,Round 1: 0.005129786,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 3, Precinct 22 & 26",16,Round 1: 0.003574399,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 3, Precinct 23",13,Round 1: 0.010164552,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 3, Precinct 27",11,Round 1: 0.006902645,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 3, Precinct 27",16,Round 1: 0.003117144,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 3, Precinct 27",40,Round 1: 0.008853175,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 32",72,Round 1: 0.011379413,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 33",46,Round 1: 0.007071865,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 33",69,Round 1: 0.011240221,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 33",84,Round 1: 0.002749948,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 33",107,Round 1: 0.004131304,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 35",31,Round 1: 0.007640210,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 35",71,Round 1: 0.002995353,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 35",76,Round 1: 0.006194801,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 36 & 37",74,Round 1: 0.001023331,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 36 & 37",120,Round 1: 0.010024335,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 36 & 37",182,Round 1: 0.002664894,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 36 & 37",228,Round 1: 0.011493355,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 36 & 37",247,Round 1: 0.007201220,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 38 & 40",4,Round 1: 0.008643045,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 38 & 40",73,Round 1: 0.006833780,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 41",11,Round 1: 0.003623231,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 41",14,Round 1: 0.001971450,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 41",32,Round 1: 0.004206777,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 41",67,Round 1: 0.004020279,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 42",35,Round 1: 0.001855831,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 43",29,Round 1: 0.001297599,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 43",34,Round 1: 0.002244105,NOT_AUDITED,,
Kent County,"City of Lansing, Ward 4, Precinct 44",0,Round 1: 0.000495467,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precinct 10, Ward 2, Precinct 11 & Ward 4, Precinct 34 Batch 41",14,Round 1: 0.010926826,NOT_FOUND,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precinct 10, Ward 2, Precinct 11 & Ward 4, Precinct 34 Batch 59",0,Round 1: 0.005820993,NOT_FOUND,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precinct 10, Ward 2, Precinct 11 & Ward 4, Precinct 34 Batch 60",12,Round 1: 0.001014717,AUDITED,CANT_AGREE,BLANK
Keweenaw County,"AVCB City of Lansing, Ward 1, Precinct 10, Ward 2, Precinct 11 & Ward 4, Precinct 34 Batch 60",20,Round 1: 0.007214171,AUDITED,,Uncommitted; COMMENT: This is a comment. Love comments!
Keweenaw County,"AVCB City of Lansing, Ward 1, Precinct 10, Ward 2, Precinct 11 & Ward 4, Precinct 34 Batch 61",36,Round 1: 0.008900184,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precinct 1 Batch 139",31,Round 1: 0.010568029,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precinct 3 Batch 147",5,Round 1: 0.010621775,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precinct 3 Batch 147",37,Round 1: 0.005023246,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precinct 4 Batch 112",42,Round 1: 0.010848957,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precinct 8 Batch 30",17,Round 1: 0.003542704,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precinct 9 Batch 108",6,Round 1: 0.000010575,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precinct 9 Batch 109",39,Round 1: 0.008593399,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precinct 9 Batch 110",1,Round 1: 0.001010885,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precincts 5 & 45 Batch 149",0,Round 1: 0.001795015,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precincts 5 & 45 Batch 152",2,Round 1: 0.003913061,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precincts 5 & 45 Batch 154",36,Round 1: 0.007824762,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precincts 6 & 7 Batch 103",46,Round 1: 0.005191693,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precincts 6 & 7 Batch 105",28,Round 1: 0.004374460,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precincts 6 & 7 Batch 105",37,Round 1: 0.001015447,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 1, Precincts 6 & 7 Batch 202",3,Round 1: 0.008405361,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precinct 12 Batch 121",10,Round 1: 0.004942162,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precinct 12 Batch 122",24,Round 1: 0.011327737,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precinct 12 Batch 123",23,Round 1: 0.001749947,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precinct 12 Batch 123",43,Round 1: 0.007898626,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precinct 12 Batch 238",1,Round 1: 0.005481926,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precinct 13 Batch 90",41,Round 1: 0.009778123,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precinct 13 Batch 92",4,Round 1: 0.003502411,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precinct 13 Batch 92",33,Round 1: 0.000526321,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precinct 17 Batch 24",3,Round 1: 0.003468437,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precinct 17 Batch 24",12,Round 1: 0.010003775,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precinct 17 Batch 24",32,Round 1: 0.002858559,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precinct 21 Batch 66",4,Round 1: 0.002757260,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precinct 21 Batch 66",9,Round 1: 0.001235301,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precinct 21 Batch 67",0,Round 1: 0.010865017,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precinct 21 Batch 70",34,Round 1: 0.005161348,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 101",16,Round 1: 0.006564120,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 101",36,Round 1: 0.001101743,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 101",43,Round 1: 0.000048097,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 101",45,Round 1: 0.001361306,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 239",2,Round 1: 0.005929102,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 94",20,Round 1: 0.004926077,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 94",49,Round 1: 0.002388747,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 96",25,Round 1: 0.009668938,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 96",35,Round 1: 0.008402683,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 98",3,Round 1: 0.000047324,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 99",17,Round 1: 0.011002158,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 19 & 20 Batch 169",14,Round 1: 0.007720661,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 19 & 20 Batch 173",9,Round 1: 0.007544758,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 19 & 20 Batch 174",4,Round 1: 0.008007241,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 19 & 20 Batch 174",48,Round 1: 0.002039058,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 2, Precincts 19 & 20 Batch 176",13,Round 1: 0.007072359,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precinct 23 Batch 16",24,Round 1: 0.011644326,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precinct 23 Batch 16",27,Round 1: 0.009922343,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precinct 23 Batch 17",32,Round 1: 0.002418243,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precinct 27 Batch 199",5,Round 1: 0.010342325,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precinct 27 Batch 7",4,Round 1: 0.003314433,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precinct 27 Batch 7",8,Round 1: 0.005834208,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precinct 27 Batch 7",9,Round 1: 0.011523118,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 164",32,Round 1: 0.012085858,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 164",39,Round 1: 0.011991564,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 168",21,Round 1: 0.004313888,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 205",8,Round 1: 0.001800792,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 24 & 25 Batch 131",35,Round 1: 0.005608189,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 24 & 25 Batch 135",10,Round 1: 0.002677357,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 24 & 25 Batch 135",12,Round 1: 0.002853322,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 24 & 25 Batch 136",18,Round 1: 0.011257940,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 24 & 25 Batch 136",33,Round 1: 0.003451315,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 45",41,Round 1: 0.002380904,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 46",41,Round 1: 0.009043821,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 47",2,Round 1: 0.008227475,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 49",27,Round 1: 0.002691720,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 52",25,Round 1: 0.004364838,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 54",21,Round 1: 0.004632624,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 241",13,Round 1: 0.002865618,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 81",22,Round 1: 0.008521350,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 83",13,Round 1: 0.001076285,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 32 Batch 10",25,Round 1: 0.002631229,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 32 Batch 10",46,Round 1: 0.011163875,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 32 Batch 11",14,Round 1: 0.009571066,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 32 Batch 11",40,Round 1: 0.010858158,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 32 Batch 12",17,Round 1: 0.010152742,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 33 Batch 159",25,Round 1: 0.007074428,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 33 Batch 161",9,Round 1: 0.001914540,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 33 Batch 161",37,Round 1: 0.005127626,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 33 Batch 162",17,Round 1: 0.001655950,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 35 Batch 194",6,Round 1: 0.004975395,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 35 Batch 31",49,Round 1: 0.011619376,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 35 Batch 33",23,Round 1: 0.000347326,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 39 Batch 2",4,Round 1: 0.009397066,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 39 Batch 2",40,Round 1: 0.009623647,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 41 Batch 35",40,Round 1: 0.010451621,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 41 Batch 36",4,Round 1: 0.005152990,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 41 Batch 37",31,Round 1: 0.011282496,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 41 Batch 40",0,Round 1: 0.007129710,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 42 Batch 117",6,Round 1: 0.009584250,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 42 Batch 117",14,Round 1: 0.002772960,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 42 Batch 119",19,Round 1: 0.009009604,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 43 Batch 196",5,Round 1: 0.003815994,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precinct 44 Batch 155",42,Round 1: 0.002330209,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 75",27,Round 1: 0.005406268,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 77",5,Round 1: 0.008801717,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 77",28,Round 1: 0.010994877,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precincts 38 & 40 Batch 19",2,Round 1: 0.006585888,NOT_AUDITED,,
Keweenaw County,"AVCB City of Lansing, Ward 4, Precincts 38 & 40 Batch 21",31,Round 1: 0.005784427,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 1",8,Round 1: 0.009317373,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 1",57,Round 1: 0.000590870,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 10, Ward 2, Precinct 11, & Ward 4, Precinct 34",45,Round 1: 0.001599727,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 10, Ward 2, Precinct 11, & Ward 4, Precinct 34",79,Round 1: 0.001605109,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 2",61,Round 1: 0.008153642,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 2",69,Round 1: 0.008023827,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 2",107,Round 1: 0.008855355,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 3",40,Round 1: 0.005234417,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 3",80,Round 1: 0.003499645,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 3",102,Round 1: 0.001428863,NOT_AUDITED,,
